User_ID,User_Name,City_ID,Age,Gender,Phone_No
2838,Kavya Shukla,5,22,Female,9502137070
2839,Ishita Saxena,3,28,Others,6112339540
2840,Ishani Pillai,6,69,Female,7437473672
2841,Sai Bose,1,39,Female,8322654994
2842,Inaya Choudhury,4,66,Others,7106489019
2843,Aaryan Rathee,6,70,Female,9327500618
2844,Anjali Bose,4,22,Others,8286233193
2845,Krishna Sidhu,2,62,Others,8441192295
2846,Ishan Hooda,6,55,Female,9633376911
2847,Ananya Thakur,1,30,Others,6371268969
2848,Vihaan Agarwal,5,56,Male,9834779986
2849,Anjali Tyagi,6,40,Male,8844769538
2850,Zunaira Trivedi,6,43,Female,8278164121
2851,Amara Lodi,1,39,Others,7415120857
2852,Aryan Saxena,5,60,Others,8591699322
2853,Riddhima Pillai,2,28,Others,7212691309
2854,Atharv Tyagi,6,27,Male,8647722893
2855,Samarth Garg,5,43,Female,6351168106
2856,Aarya Mann,2,19,Female,9633787003
2857,Kunal Randhawa,5,58,Female,7224084083
2858,Saanvi Rawat,5,60,Others,6553931552
2859,Jiya Phogat,3,40,Female,8208881200
2860,Preeti Kaushik,2,22,Others,8701037025
2861,Tanu Bajpai,5,38,Female,9155891592
2862,Bani Menon,5,60,Male,8874102936
2863,Zoya Agarwal,3,48,Male,6636635436
2864,Arjun Deshmukh,5,68,Others,7021118787
2865,Siddharth Prasad,5,38,Male,8713234336
2866,Vikram Dhanda,5,32,Others,9692089281
2867,Zunaira Bahl,5,20,Others,8459945864
2868,Sara Solanki,2,65,Female,9992119471
2869,Ayaan Warraich,3,41,Male,9236110379
2870,Ishita Chauhan,3,62,Female,7038828086
2871,Ayush Menon,5,54,Male,9215760109
2872,Ayaan Dubey,5,44,Male,9328231868
2873,Kiara Kadian,2,42,Others,8676152607
2874,Naina Deol,3,58,Male,6807584730
2875,Suhani Mann,6,66,Male,8345473469
2876,Raghav Thakur,2,46,Male,8105050226
2877,Ayaan Virk,5,23,Male,9223272651
2878,Anika Banerjee,1,46,Male,7659834813
2879,Inaya Dahiya,4,41,Male,9226746312
2880,Aavya Sood,5,69,Others,7755213867
2881,Ishani Kulkarni,3,53,Female,9697375159
2882,Daksh Malhotra,3,44,Male,8693332216
2883,Shivaay Sekhon,4,56,Others,7416885880
2884,Anvi Rathee,2,31,Female,9247193234
2885,Vikram Goel,3,22,Male,9161062961
2886,Vanya Solanki,2,33,Male,8902184715
2887,Hrithik Gautam,1,55,Others,8874670983
2888,Rajesh Kaushik,4,24,Female,8760355566
2889,Siddharth Hooda,2,71,Female,9930127542
2890,Arjun Pandey,6,58,Others,8931696474
2891,Amara Bajpai,1,32,Female,7247581256
2892,Pari Mann,6,55,Male,8139964855
2893,Atharv Bajwa,5,46,Male,9825908234
2894,Aarya Gill,6,57,Female,6938525588
2895,Sai Kohli,4,25,Male,6714521211
2896,Ranbir Sandhu,4,72,Male,8921112205
2897,Arush Tyagi,6,37,Male,7240736479
2898,Arush Trivedi,5,44,Others,7423260852
2899,Suhani Tiwari,3,23,Others,8639593004
2900,Pooja Gill,3,41,Female,6056325674
2901,Ayush Lamba,2,70,Female,6177363432
2902,Preeti Trivedi,5,66,Female,8651742238
2903,Ananya Warraich,2,37,Female,9774676637
2904,Shanaya Shetty,6,61,Male,7351079677
2905,Nandini Singh,6,33,Others,8194275744
2906,Sneha Tiwari,6,36,Male,6688901325
2907,Tanu Gautam,5,52,Others,9183673651
2908,Aarya Mehra,3,70,Others,9598081382
2909,Sneha Garg,4,62,Others,7533129746
2910,Rudra Dixit,3,63,Others,8985391448
2911,Arav Thakur,6,26,Others,6665120010
2912,Manan Grewal,4,68,Male,6459669162
2913,Arjun Awasthi,2,43,Female,8743138420
2914,Sameer Chauhan,2,40,Female,9268901655
2915,Kiran Dhanda,5,56,Male,9264751384
2916,Arjun Chauhan,4,45,Female,9566955615
2917,Ayush Puri,5,39,Female,6225710344
2918,Atharv Kaushik,1,21,Female,9345620038
2919,Laksh Banerjee,1,71,Female,8404127295
2920,Shanaya Tyagi,1,60,Male,8421850603
2921,Sai Dagar,3,58,Others,6114485071
2922,Raghav Dhillon,6,21,Female,6113706536
2923,Jiya Chaturvedi,4,26,Male,9100877276
2924,Arush Bansal,1,30,Others,9936589422
2925,Kiran Kadian,2,54,Others,9677551088
2926,Sunita Deswal,6,56,Male,7560442347
2927,Mishti Brar,2,47,Others,7835888232
2928,Yuvraj Malhotra,3,54,Female,6403545216
2929,Kyra Bajwa,6,53,Male,8910095272
2930,Sanjay Malik,4,31,Female,8957679272
2931,Reyansh Oza,2,42,Male,6659431357
2932,Rajesh Hooda,3,22,Female,8641433143
2933,Anjali Shukla,1,31,Female,6208570215
2934,Nandini Sekhon,2,51,Others,8075648496
2935,Sunita Malhotra,5,45,Others,7357453158
2936,Ishan Virk,2,32,Others,8817774397
2937,Dev Goel,5,18,Male,7878969053
2938,Arjun Verma,5,50,Others,9589475852
2939,Pari Kaur,4,51,Others,6671386774
2940,Daksh Khatri,6,50,Others,8188625800
2941,Ayaan Negi,5,64,Male,7791886149
2942,Daksh Tripathi,6,63,Female,7995679299
2943,Aadhya Sood,6,26,Others,9888542024
2944,Aadhya Malik,2,72,Others,8354422012
2945,Ishant Suri,1,43,Others,7686586338
2946,Sameer Mann,2,52,Others,8928729040
2947,Aavya Iyer,4,61,Female,6402754377
2948,Arav Deol,2,34,Others,8009358268
2949,Yuvraj Agarwal,5,68,Male,9193240928
2950,Rajesh Choudhury,1,18,Female,7557590912
2951,Kiara Reddy,2,67,Female,9715244649
2952,Ranbir Malik,2,62,Female,7723787597
2953,Aditya Joshi,4,25,Male,6368301058
2954,Sneha Chauhan,4,29,Male,7506046057
2955,Prisha Singh,1,25,Others,8437479776
2956,Samarth Sehrawat,1,62,Male,8413819331
2957,Rudra Tiwari,4,35,Female,6118020618
2958,Manan Hooda,6,19,Female,6449792869
2959,Anika Dagar,3,55,Male,9141400564
2960,Kiaan Sehrawat,4,50,Female,7109645417
2961,Samarth Brar,6,54,Male,7399339688
2962,Manan Dahiya,2,51,Others,8207443254
2963,Ishita Mann,1,72,Female,8282578567
2964,Navya Reddy,2,60,Female,9417302195
2965,Ayaan Gautam,1,25,Male,7674379955
2966,Kritika Sahay,5,52,Male,6407990033
2967,Kavya Bahl,6,34,Male,9903995325
2968,Ananya Sharma,3,44,Others,6865642648
2969,Shivaay Mann,5,28,Female,7430119280
2970,Aditya Sinha,3,54,Female,7993797806
2971,Rajesh Malhotra,2,18,Others,8856435436
2972,Samarth Jain,5,58,Male,7950953277
2973,Saanvi Sehrawat,3,19,Female,7717230618
2974,Siddharth Patel,3,45,Female,8898277580
2975,Riya Sood,4,28,Male,9105573283
2976,Kunal Goswami,5,39,Male,7367629622
2977,Ayush Nair,4,38,Female,9504644392
2978,Anshika Sinha,4,39,Others,7169740984
2979,Zoya Randhawa,3,70,Male,7350585632
2980,Isha Sehrawat,6,54,Male,9474372089
2981,Ranveer Banerjee,3,23,Male,6123087719
2982,Kyra Sahay,3,38,Male,7159361042
2983,Rajesh Phogat,5,20,Male,7514573269
2984,Zara Shetty,2,60,Female,9799951583
2985,Aarya Khan,4,48,Others,7486635608
2986,Ayush Warraich,5,49,Others,7569227892
2987,Riya Dixit,4,42,Others,6989717313
2988,Rishi Hooda,6,22,Others,6846985778
2989,Anshika Thakur,1,38,Others,9361626836
2990,Samarth Taneja,2,54,Others,9574477098
2991,Diya Negi,1,45,Male,8609502210
2992,Afreen Garg,1,30,Female,8433041661
2993,Amit Negi,2,70,Male,6561264523
2994,Preeti Shetty,6,21,Others,6309828762
2995,Sunita Hooda,2,31,Others,9513373929
2996,Gia Mahajan,4,65,Male,9223734325
2997,Kiran Phogat,5,30,Male,9497388619
2998,Sanjay Dubey,4,57,Female,8508883391
2999,Shaurya Chauhan,2,61,Female,6851945726
3000,Anika Pillai,1,44,Female,7526320745
3001,Mishti Goel,2,39,Male,9654864632
3002,Myra Tyagi,1,69,Others,8617170478
3003,Aarya Menon,2,72,Female,6406575259
3004,Navya Dutta,1,38,Male,6072892969
3005,Shanaya Sharma,4,34,Female,6499666525
3006,Zunaira Sehrawat,4,36,Others,9331935029
3007,Daksh Gautam,1,50,Male,7431118786
3008,Aadhya Chauhan,1,25,Male,7241628214
3009,Ishan Shah,5,54,Male,7113946114
3010,Ranbir Bajpai,5,68,Male,6250273208
3011,Sai Gautam,2,61,Others,6923225649
3012,Kritika Malik,6,67,Male,6603200064
3013,Anvi Garg,5,48,Others,9730091077
3014,Anvi Shetty,6,64,Male,7663243767
3015,Madhav Bajpai,4,33,Others,7588936334
3016,Ishaan Sehrawat,2,70,Female,6655679176
3017,Zunaira Agarwal,3,20,Others,7757608560
3018,Kyra Sangwan,1,50,Male,8237674132
3019,Kavya Yadav,2,61,Others,9171225729
3020,Kartik Bajpai,6,32,Others,8702774698
3021,Kabir Patel,4,72,Female,6336664741
3022,Afreen Malik,5,63,Male,8579130622
3023,Varun Rawat,5,52,Female,9314215755
3024,Arjun Tyagi,4,70,Female,8219478580
3025,Aavya Menon,1,34,Female,8804980322
3026,Amit Sehrawat,1,22,Others,6909892087
3027,Sanjay Kohli,3,62,Female,6472918703
3028,Mishti Thakur,4,26,Male,6776618022
3029,Zara Chaturvedi,5,65,Female,6565790081
3030,Daksh Tyagi,2,66,Female,9400759052
3031,Dev Sidhu,2,36,Others,6449305028
3032,Zoya Malik,5,43,Female,8045725999
3033,Aarav Vats,3,51,Male,6733034298
3034,Navya Menon,3,18,Others,7360764913
3035,Pooja Gupta,1,32,Female,6786479478
3036,Sai Malhotra,2,22,Female,6575728924
3037,Sara Deshmukh,5,33,Others,7553265053
3038,Ishant Malik,6,25,Others,7622751272
3039,Nandini Hooda,4,44,Others,8106109873
3040,Manan Pandey,1,44,Male,7006325614
3041,Ranveer Jakhar,2,21,Male,6750772370
3042,Ishani Jain,3,23,Female,9411440392
3043,Raghav Chatterjee,2,27,Others,6097997394
3044,Ranbir Virk,2,50,Others,8159372009
3045,Aditya Deswal,3,71,Male,7026539523
3046,Kritika Gill,2,52,Female,6054001483
3047,Dev Randhawa,1,58,Female,6659556732
3048,Ranveer Kadian,1,57,Others,9812920692
3049,Ishani Puri,1,18,Others,9241560974
3050,Pari Chaturvedi,1,32,Others,8549698630
3051,Sanjay Sidhu,5,18,Female,8187332744
3052,Preeti Malik,2,37,Male,9071773410
3053,Anjali Joshi,6,32,Male,7567455717
3054,Aditya Bajpai,4,71,Others,9752923801
3055,Agastya Sehrawat,5,37,Female,7925105733
3056,Varun Chahal,4,20,Male,8374849084
3057,Kabir Grover,1,36,Others,6672262035
3058,Vanya Negi,4,52,Female,8392336127
3059,Amit Patel,3,48,Female,8788906826
3060,Inaya Reddy,6,52,Female,9131789520
3061,Shivaay Puri,1,37,Male,9487311778
3062,Pooja Dahiya,4,62,Others,9642946583
3063,Ranveer Dutta,6,52,Male,8143648226
3064,Ishita Dhanda,5,66,Others,9795202699
3065,Kiaan Shetty,4,51,Female,6998907523
3066,Amara Agarwal,2,36,Male,9459257739
3067,Aarya Jain,1,41,Male,8554479957
3068,Aarav Bansal,3,28,Female,7958889869
3069,Shanaya Tyagi,6,24,Female,8794593792
3070,Kiran Grover,1,19,Others,8960139736
3071,Bani Dubey,1,37,Male,7381237103
3072,Amara Dahiya,5,22,Others,9462655159
3073,Ayush Prasad,6,32,Others,7939636427
3074,Shanaya Phogat,6,21,Male,6034105793
3075,Aadhya Dhillon,4,26,Male,7778762256
3076,Aaryan Garg,6,39,Male,6549212316
3077,Ishant Pathak,1,44,Female,6224451063
3078,Vihaan Kaushik,1,70,Others,6398016361
3079,Siya Dhanda,1,57,Male,7096819350
3080,Sunita Dhillon,4,53,Male,9954400459
3081,Jiya Chahal,6,44,Male,7628904969
3082,Ishan Kaushik,3,47,Female,8637819072
3083,Aditya Jakhar,1,41,Others,9058487428
3084,Ishani Prasad,4,31,Others,9138610716
3085,Sana Gautam,3,49,Female,8127475396
3086,Samarth Bhardwaj,1,30,Male,9494091977
3087,Anshika Prasad,3,28,Male,7045288753
3088,Sanjay Rathee,6,18,Female,9631258456
3089,Hrithik Sinha,5,60,Male,9926210372
3090,Tanu Rathee,6,72,Others,6560382409
3091,Kiara Brar,4,59,Male,6831847144
3092,Navya Yadav,1,27,Female,9221607486
3093,Meher Sehrawat,4,32,Others,9911296443
3094,Myra Jain,1,53,Others,7938043408
3095,Yuvraj Goel,5,29,Others,6017020012
3096,Arav Awasthi,6,36,Female,8443948315
3097,Zoya Khan,3,65,Male,6105151284
3098,Krishna Bhardwaj,4,25,Female,6669018979
3099,Aarya Bansal,1,54,Female,7028553537
3100,Rishi Pandey,4,60,Male,7284973009
3101,Anvi Kulkarni,3,64,Female,7615243286
3102,Afreen Sidhu,2,24,Others,9686645719
3103,Dev Lamba,4,19,Male,6020022794
3104,Samarth Joshi,2,35,Male,9368420220
3105,Riya Rathee,3,43,Others,7468661206
3106,Reyansh Sangwan,3,57,Male,8876771223
3107,Prisha Yadav,6,61,Male,6857962119
3108,Arush Saxena,2,36,Female,7171514991
3109,Aarya Tyagi,2,58,Female,8017851713
3110,Myra Goswami,2,25,Others,6893126099
3111,Agastya Chauhan,6,42,Male,9712647058
3112,Diya Vats,3,62,Others,7499444390
3113,Pooja Deshmukh,2,48,Others,9594234940
3114,Kaira Bajwa,3,71,Female,7648303313
3115,Abhimanyu Pathak,4,38,Female,6303609355
3116,Amit Nair,5,71,Male,8031698683
3117,Ishita Sangwan,5,29,Female,7120927542
3118,Ishant Pathak,2,22,Female,7438691633
3119,Sara Pillai,1,72,Others,6632903839
3120,Ishita Mehra,5,22,Female,9039970629
3121,Sanjay Tyagi,1,58,Female,7433354416
3122,Ayaan Warraich,4,38,Others,8974803362
3123,Sai Punia,1,43,Others,8925595010
3124,Kaira Tiwari,3,30,Female,9246207258
3125,Kiara Hooda,6,50,Female,8597839402
3126,Anvi Rao,2,55,Others,6282787233
3127,Rishi Gupta,4,35,Female,8922610887
3128,Reyansh Chaturvedi,1,18,Others,6231749634
3129,Vivaan Sekhon,5,27,Others,6000377874
3130,Sana Verma,2,28,Male,7388365831
3131,Naina Hooda,5,55,Male,8047514329
3132,Rajesh Phogat,3,67,Female,9290847628
3133,Raghav Kulkarni,5,60,Others,6597928833
3134,Shaurya Chatterjee,4,25,Male,9221655329
3135,Vikram Grewal,2,69,Others,6556660813
3136,Rajesh Negi,5,32,Others,9101644874
3137,Kunal Shetty,3,35,Others,7426462462
3138,Preeti Puri,3,71,Others,6767171229
3139,Sunita Sangwan,6,66,Female,9472456570
3140,Saanvi Dhillon,4,19,Female,8653951034
3141,Anika Reddy,1,60,Others,7100177062
3142,Kiara Sehrawat,6,28,Others,9695412325
3143,Ishan Sangwan,3,31,Others,9894531445
3144,Sameer Grover,3,52,Female,8940414166
3145,Kaira Dixit,6,26,Others,7807203575
3146,Ishan Jakhar,4,26,Female,7537584885
3147,Naina Shukla,5,24,Male,8310342165
3148,Saanvi Chauhan,3,52,Female,9007041983
3149,Rajesh Brar,4,27,Male,8804325884
3150,Vihaan Gautam,3,58,Others,7481008573
3151,Deepak Bhardwaj,5,24,Others,9724764434
3152,Manan Kulkarni,2,65,Others,8146516695
3153,Madhav Rawat,2,46,Male,9729956339
3154,Siya Menon,4,37,Male,9011805634
3155,Kavya Mann,1,64,Others,9822301465
3156,Aadhya Dahiya,1,33,Female,8360125964
3157,Ananya Iyer,5,54,Male,7742081298
3158,Rudra Hooda,6,47,Male,9851008187
3159,Jiya Patel,6,25,Others,9536708995
3160,Ishan Khatri,3,58,Male,7179779716
3161,Arav Dagar,3,39,Others,8795644319
3162,Myra Grewal,1,46,Female,8927645959
3163,Laksh Mahajan,2,38,Others,6520778145
3164,Shaurya Sangwan,4,33,Male,7282577380
3165,Dhruv Pillai,2,72,Female,9427095557
3166,Ishani Kohli,6,40,Others,7165914480
3167,Myra Goswami,1,21,Male,6017872350
3168,Madhav Kadian,6,48,Others,9408355170
3169,Shivaay Sangwan,6,65,Female,8784292500
3170,Sara Oza,1,63,Male,6722257263
3171,Zoya Pathak,1,35,Male,6392253623
3172,Anvi Chauhan,5,33,Female,9634527260
3173,Sameer Sangwan,3,20,Male,9875576091
3174,Kartik Tyagi,4,59,Female,8688092588
3175,Sanjay Lodi,1,34,Others,7952888087
3176,Ayaan Dixit,6,72,Female,7068424067
3177,Prisha Choudhury,1,62,Male,8288060744
3178,Aaryan Chahal,3,48,Female,6340106465
3179,Advait Banerjee,4,69,Male,9212610507
3180,Samarth Brar,3,31,Others,8771675448
3181,Isha Prasad,6,60,Others,7631580943
3182,Kiran Virk,6,22,Female,6760943094
3183,Zunaira Kadian,1,70,Male,9566549470
3184,Sara Bose,1,19,Male,6170170194
3185,Riya Shetty,4,48,Others,9442924311
3186,Kiaan Bansal,4,53,Others,7944499149
3187,Inaya Prasad,2,64,Others,9014562360
3188,Anshika Phogat,6,72,Female,7876442751
3189,Gia Malik,1,19,Female,6304921117
3190,Arav Tiwari,6,59,Male,7119167567
3191,Jiya Chauhan,2,61,Others,8167409006
3192,Daksh Pillai,1,18,Female,8309215604
3193,Kiara Tiwari,1,64,Male,8859935426
3194,Shaurya Mann,1,19,Others,7744868757
3195,Ranbir Randhawa,5,40,Male,6793261651
3196,Diya Bose,5,25,Others,6161434383
3197,Zunaira Awasthi,2,72,Male,7610117061
3198,Ranveer Brar,4,48,Male,6421111345
3199,Arjun Rao,4,32,Others,6631225469
3200,Tanu Shah,3,68,Others,8777515152
3201,Sai Dhillon,2,18,Others,8469505294
3202,Navya Dubey,6,46,Male,7748264706
3203,Kavya Dutta,4,63,Male,8099103182
3204,Sneha Bhatt,6,18,Others,8579544715
3205,Sunita Nair,5,19,Male,9363686895
3206,Laksh Khan,4,55,Male,6621299890
3207,Zara Kaushik,1,32,Female,7292117002
3208,Afreen Nair,5,52,Female,7904168015
3209,Shaurya Mahajan,4,18,Female,8736018870
3210,Mishti Reddy,3,64,Male,9893037700
3211,Gia Jakhar,4,37,Male,9264124872
3212,Kavya Khatri,2,56,Others,9588207931
3213,Sunita Pandey,3,69,Male,7027762899
3214,Aarav Bhatt,1,64,Female,6771739507
3215,Kabir Punia,3,58,Female,7712975315
3216,Kyra Sinha,5,45,Others,6971651949
3217,Kaira Gill,6,64,Female,9756469932
3218,Rahul Jakhar,3,45,Female,6504975498
3219,Afreen Thakur,6,66,Male,8710524044
3220,Riddhima Nair,5,71,Female,7585982572
3221,Vivaan Kulkarni,2,33,Male,8238894485
3222,Riddhima Garg,4,64,Female,7953704459
3223,Sara Sangwan,1,70,Others,9536820524
3224,Riya Choudhury,4,58,Others,8975378160
3225,Rajesh Puri,6,57,Male,6481624825
3226,Isha Sharma,2,57,Others,8281946254
3227,Aadhya Goel,3,71,Female,6586390347
3228,Sameer Jakhar,2,18,Male,9924788188
3229,Hrithik Sharma,1,52,Male,7166633771
3230,Daksh Bajpai,3,52,Male,6000939388
3231,Agastya Yadav,4,47,Female,7663362128
3232,Zoya Chatterjee,3,24,Others,9635312571
3233,Inaya Rathee,4,48,Male,8284250570
3234,Meher Brar,6,19,Female,7139414396
3235,Sana Grewal,6,45,Others,8545868203
3236,Zoya Mishra,4,72,Others,6322539881
3237,Kritika Bajwa,3,35,Others,7724814694
3238,Jiya Randhawa,3,44,Male,7664483008
3239,Rajesh Shetty,2,68,Male,8540745631
3240,Reyansh Garg,4,52,Female,9537868298
3241,Kiaan Sehrawat,1,61,Female,9861885889
3242,Ayush Sekhon,5,27,Male,6149111159
3243,Arjun Solanki,5,37,Female,6790492153
3244,Ayush Chaturvedi,2,20,Male,7554954326
3245,Madhav Kaur,6,22,Others,7506455275
3246,Amara Dhillon,2,38,Male,8901443132
3247,Aaryan Singh,1,33,Male,9160860872
3248,Kyra Dhillon,4,36,Female,7704815310
3249,Ayaan Oza,4,25,Male,7629798970
3250,Amara Mann,1,61,Male,7207523997
3251,Afreen Sangwan,1,28,Male,8435759342
3252,Ananya Dhillon,4,34,Female,7854661768
3253,Anjali Taneja,2,60,Male,9196153641
3254,Anika Hooda,2,41,Female,6358972540
3255,Anvi Chaturvedi,2,28,Female,9983829806
3256,Vanya Dahiya,6,24,Male,7626084594
3257,Ishani Agarwal,4,27,Male,6465244948
3258,Raghav Verma,2,70,Others,9123465646
3259,Kiaan Sahay,4,26,Others,8741878303
3260,Bani Vats,5,59,Others,8426863914
3261,Kritika Kohli,3,65,Others,6541800869
3262,Vikram Kapoor,2,20,Female,7271352022
3263,Kiaan Dagar,4,68,Female,8625672754
3264,Ranveer Taneja,5,22,Female,9262244507
3265,Zunaira Dagar,3,19,Male,7931578640
3266,Tanu Mahajan,6,32,Male,6371056834
3267,Anvi Sangwan,6,23,Female,6860944400
3268,Arjun Virk,5,72,Others,9955312561
3269,Aarya Banerjee,5,27,Female,8293289915
3270,Ananya Tyagi,5,43,Male,9271091532
3271,Gia Malik,3,31,Male,6420537694
3272,Kiara Dahiya,2,23,Others,6236048761
3273,Siddharth Sekhon,4,24,Others,7608042021
3274,Zoya Pandey,2,37,Male,6851653033
3275,Varun Malik,3,65,Others,7037757168
3276,Tanu Pathak,4,66,Others,8383643176
3277,Ishant Jakhar,2,41,Others,9465471635
3278,Yuvraj Grover,5,20,Female,9096963541
3279,Raghav Gupta,4,53,Female,6744136127
3280,Ishant Goswami,4,24,Others,9272095236
3281,Riddhima Oza,4,44,Male,6813346460
3282,Navya Dhanda,1,60,Others,9455616059
3283,Ishaan Sehrawat,1,20,Others,7103313202
3284,Avni Bhatt,6,43,Female,9474306626
3285,Kartik Bajpai,2,56,Male,6964048060
3286,Aryan Kaur,6,52,Female,6280506705
3287,Riya Joshi,2,70,Others,9553396396
3288,Aarav Sharma,3,21,Others,6255653465
3289,Kavya Khan,3,44,Others,9744820052
3290,Kaira Trivedi,1,38,Female,9442487893
3291,Ishant Mann,4,39,Others,8369451954
3292,Daksh Grover,3,18,Others,8930481464
3293,Naina Yadav,2,34,Male,7964953471
3294,Anjali Bose,2,59,Others,8878488339
3295,Saanvi Shetty,3,29,Female,8756332383
3296,Advait Reddy,5,72,Female,7640624567
3297,Afreen Phogat,1,26,Others,9044671607
3298,Kabir Kulkarni,6,27,Others,6413197958
3299,Sneha Sinha,3,45,Male,9672294538
3300,Rajesh Garg,6,71,Male,9395023268
3301,Ishant Yadav,2,31,Male,6407449942
3302,Agastya Prasad,3,60,Female,7415851104
3303,Kunal Rawat,6,62,Male,8001580934
3304,Nandini Warraich,4,22,Male,6534739030
3305,Ishant Kaushik,3,42,Male,8820240450
3306,Advait Sharma,4,60,Others,9681012826
3307,Saanvi Menon,6,39,Female,9492510201
3308,Sana Kaur,2,52,Female,8479276258
3309,Arjun Taneja,3,46,Others,7271361801
3310,Dev Sangwan,1,60,Female,7359388961
3311,Sneha Bhardwaj,5,35,Male,6263556493
3312,Kabir Tyagi,1,52,Others,6486106636
3313,Ayaan Dutta,5,20,Others,7086240365
3314,Agastya Taneja,5,41,Male,8328968708
3315,Madhav Dagar,6,69,Others,8250967299
3316,Ishita Vats,1,61,Male,9874396628
3317,Arush Pillai,4,38,Others,9361170149
3318,Vivaan Lodi,2,62,Others,6829990610
3319,Aadhya Shukla,3,42,Male,6063291159
3320,Ishani Puri,3,46,Male,8743480929
3321,Siddharth Kaushik,3,72,Female,7478496922
3322,Arjun Sood,1,30,Female,9026689759
3323,Bani Kapoor,4,51,Male,8660243086
3324,Reyansh Oza,4,26,Female,9339211753
3325,Kunal Chaturvedi,3,52,Male,6534494160
3326,Ishani Khan,3,47,Others,9480824550
3327,Aarav Nair,2,64,Female,6768769922
3328,Sara Dubey,6,60,Others,9647809276
3329,Atharv Sekhon,2,69,Others,6413436042
3330,Afreen Mishra,4,40,Female,8156028236
3331,Anvi Kadian,4,64,Male,8652854904
3332,Aadhya Menon,4,41,Female,6820656196
3333,Kiaan Virk,5,56,Female,7373644222
3334,Riddhima Negi,2,41,Others,8502510388
3335,Vivaan Chaturvedi,3,41,Others,8728487109
3336,Sara Chauhan,1,51,Female,8198047357
3337,Amit Bansal,6,37,Female,8922190548
3338,Jiya Bahl,2,68,Female,6170840455
3339,Rishi Shah,6,61,Male,9215060099
3340,Manan Virk,6,40,Male,8427210330
3341,Vikram Sidhu,4,45,Others,8367049133
3342,Madhav Dixit,5,71,Others,8043719617
3343,Rahul Shah,3,66,Others,9716339692
3344,Varun Bose,4,38,Male,8631191054
3345,Anjali Mann,3,64,Male,8095606579
3346,Kritika Sahay,1,47,Male,8870755973
3347,Ayaan Warraich,1,58,Male,9678432584
3348,Arjun Chaturvedi,1,47,Female,8523751256
3349,Madhav Dubey,2,46,Others,9447833147
3350,Deepak Malik,4,19,Female,9768652257
3351,Riya Nair,1,68,Others,7134224500
3352,Kartik Jain,1,38,Female,8942720607
3353,Anika Nair,5,42,Male,9395089595
3354,Aarav Chaturvedi,4,41,Female,6850764336
3355,Rahul Singh,6,72,Female,7247957494
3356,Yuvraj Yadav,2,70,Others,6607870704
3357,Kavya Kaur,4,50,Female,9810658623
3358,Mishti Tripathi,5,64,Female,7642145442
3359,Laksh Trivedi,2,38,Female,7552585981
3360,Sneha Malik,3,72,Female,7871703119
3361,Sneha Randhawa,4,28,Female,8103690631
3362,Sunita Malik,2,25,Female,8929043620
3363,Anika Deswal,2,51,Others,8499995857
3364,Kiara Kapoor,6,60,Female,6385435822
3365,Rishi Sinha,4,28,Female,6709889638
3366,Jiya Kapoor,5,45,Others,8603720200
3367,Aarav Dagar,4,22,Others,6699777212
3368,Ayush Brar,2,65,Others,9000956917
3369,Sameer Yadav,5,25,Female,6333968044
3370,Rudra Tripathi,1,19,Female,9427417060
3371,Rahul Dhillon,2,28,Female,9433040254
3372,Prisha Chaturvedi,6,22,Others,9049677826
3373,Krishna Malik,4,45,Others,6002185647
3374,Mishti Pandey,6,51,Male,8117720579
3375,Amit Patel,3,60,Female,8718229354
3376,Aryan Grewal,1,18,Male,7136680585
3377,Aditya Randhawa,1,63,Female,6184784090
3378,Ishita Shah,2,39,Others,6277856291
3379,Saanvi Bhardwaj,3,24,Male,7105362906
3380,Arav Mann,1,54,Male,8528778869
3381,Jiya Puri,3,35,Male,7502916845
3382,Kunal Dhillon,6,26,Female,6311346380
3383,Vikram Chahal,3,62,Others,8561871606
3384,Nandini Shah,6,24,Others,9839542297
3385,Shanaya Sangwan,3,66,Male,6873446334
3386,Rudra Rawat,6,42,Male,9844265230
3387,Aditya Pathak,5,39,Female,7079164205
3388,Anjali Dagar,2,61,Others,7233541189
3389,Vikram Goel,6,60,Female,7999033298
3390,Arjun Singh,2,43,Male,7621743303
3391,Agastya Bahl,2,57,Female,6163555771
3392,Nandini Dhillon,3,48,Others,6897148726
3393,Kyra Rathee,6,67,Others,9713341133
3394,Sara Jain,6,30,Others,9356442759
3395,Zunaira Bahl,6,28,Others,6135290481
3396,Daksh Bajpai,6,61,Female,6517164651
3397,Sara Rathee,5,40,Male,7958798700
3398,Manan Mahajan,6,28,Others,8532207350
3399,Rishi Grewal,3,54,Male,7473796464
3400,Anshika Agarwal,6,43,Female,9961266168
3401,Manan Mahajan,3,25,Female,9260466892
3402,Riddhima Gill,4,48,Female,7081090264
3403,Mishti Chatterjee,5,69,Male,6570112306
3404,Hrithik Bajwa,1,48,Female,9127722397
3405,Sunita Deol,1,62,Female,8133419837
3406,Kunal Khatri,5,62,Male,6906860877
3407,Riddhima Dutta,1,58,Male,7339949980
3408,Arjun Choudhury,1,25,Female,6943708776
3409,Kabir Suri,4,47,Male,6566447160
3410,Sana Jakhar,3,55,Others,7704438875
3411,Kartik Nair,4,52,Others,6861604678
3412,Anshika Bose,2,26,Male,9561039677
3413,Anjali Randhawa,2,71,Others,8635803439
3414,Samarth Pandey,5,69,Female,7581351711
