Driver_ID,Driver_Name,City_ID,Trips_Completed,Vehicle_ID,Joined_since
200532,Aavya Bhatt,2,1836,176,19-12-2020
200533,Suhani Rawat,3,1056,1299,23-04-2024
200534,Deepak Kadian,4,1366,1271,31-07-2022
200535,Kunal Banerjee,4,1050,1080,16-07-2024
200536,Zara Phogat,1,1590,43,10-06-2020
200537,Arav Menon,2,1121,1039,11-10-2021
200538,Sai Lamba,1,1244,389,05-01-2023
200539,Aavya Verma,3,1782,502,06-02-2024
200540,Daksh Dixit,2,1156,1151,10-01-2020
200541,Diya Dubey,5,1037,367,21-10-2022
200542,Kritika Chaturvedi,6,2716,976,03-11-2021
200543,Ishita Negi,3,1227,1449,01-11-2022
200544,Daksh Chatterjee,1,912,1450,24-08-2022
200545,Vihaan Deol,4,2049,183,28-07-2024
200546,Raghav Jakhar,2,2152,1002,01-06-2022
200547,Rahul Mann,5,291,485,14-08-2024
200548,Shaurya Patel,5,613,1352,14-10-2024
200549,Kyra Gautam,3,2749,700,02-05-2021
200550,Sameer Reddy,6,522,366,29-02-2020
200551,Ishaan Khan,5,100,705,25-03-2024
200552,Samarth Chauhan,3,2281,162,26-04-2021
200553,Ishaan Rathee,4,654,1142,17-05-2022
200554,Ishani Malhotra,4,1533,161,16-02-2024
200555,Rajesh Sehrawat,3,2316,598,02-12-2023
200556,Myra Puri,4,2370,1417,18-04-2020
200557,Ayush Sandhu,1,1741,1184,19-08-2019
200558,Rudra Chahal,2,232,746,16-08-2023
200559,Advait Warraich,6,290,1118,10-07-2022
200560,Vivaan Bhatt,6,2025,701,27-03-2022
200561,Manan Mann,6,2910,976,04-04-2024
200562,Kavya Negi,3,2480,289,17-11-2019
200563,Ishani Gupta,3,2344,45,18-07-2022
200564,Preeti Dahiya,4,882,765,30-06-2022
200565,Meher Nair,5,728,1219,11-07-2022
200566,Ishan Garg,2,695,275,08-05-2022
200567,Advait Sangwan,2,878,46,06-01-2022
200568,Daksh Brar,6,1228,1128,10-09-2023
200569,Zoya Deswal,3,2301,787,05-02-2023
200570,Kyra Chauhan,5,1395,1482,14-01-2020
200571,Amara Sandhu,6,2615,660,24-07-2024
200572,Saanvi Gupta,3,98,777,26-05-2023
200573,Ayaan Bhardwaj,2,1393,74,12-11-2021
200574,Dhruv Mehra,5,2923,688,12-12-2022
200575,Aarya Mahajan,6,709,1388,10-10-2023
200576,Manan Sehrawat,6,703,571,17-10-2019
200577,Zara Sandhu,1,1782,1472,19-12-2022
200578,Inaya Garg,4,2599,643,06-07-2022
200579,Yuvraj Patel,6,847,906,27-08-2020
200580,Kavya Mann,6,2608,311,20-03-2021
200581,Manan Sahay,1,1188,380,10-07-2022
200582,Riddhima Mishra,5,1472,733,26-02-2024
200583,Ishaan Banerjee,3,2803,867,24-12-2020
200584,Deepak Grewal,2,485,201,29-04-2024
200585,Gia Bajwa,4,1307,892,13-04-2021
200586,Rishi Sandhu,3,750,1245,07-11-2021
200587,Ishaan Vats,4,1570,222,20-05-2023
200588,Ayaan Dhanda,6,1217,1344,04-03-2020
200589,Avni Goswami,5,773,954,17-01-2021
200590,Sana Chauhan,3,2520,494,30-12-2020
200591,Siddharth Punia,6,1309,1322,31-07-2023
200592,Vihaan Patel,3,2784,1044,03-06-2021
200593,Ishant Saxena,6,1849,921,24-07-2023
200594,Diya Warraich,2,1371,1143,18-04-2020
200595,Kyra Grover,3,356,1298,01-07-2021
200596,Hrithik Jain,3,1988,104,21-04-2020
200597,Advait Chaturvedi,1,1198,734,30-07-2021
200598,Riddhima Sekhon,6,2273,1244,21-07-2020
200599,Bani Pillai,1,2337,326,24-11-2019
200600,Shivaay Patel,5,2901,240,09-06-2023
200601,Jiya Pandey,5,148,862,16-12-2021
200602,Anvi Gill,5,2521,651,16-08-2023
200603,Shaurya Chatterjee,3,2812,88,30-01-2020
200604,Myra Sharma,5,1974,76,15-11-2021
200605,Atharv Mishra,3,1063,1266,20-09-2022
200606,Rajesh Tyagi,2,40,1213,20-09-2020
200607,Kiara Trivedi,6,1191,160,15-09-2020
200608,Amara Pandey,3,1563,975,21-03-2023
200609,Ayush Bahl,6,2826,374,17-04-2021
200610,Ranbir Pathak,4,2742,122,09-09-2023
200611,Amara Singh,6,2458,62,06-08-2020
200612,Nandini Menon,2,345,32,02-07-2023
200613,Suhani Agarwal,6,1219,1198,12-10-2021
200614,Kabir Rawat,5,1496,450,04-12-2021
200615,Raghav Mehra,3,94,1373,03-01-2020
200616,Rudra Iyer,2,2438,1096,28-01-2023
200617,Nandini Mahajan,6,2075,468,20-01-2020
200618,Myra Negi,2,1998,473,14-12-2020
200619,Suhani Pandey,5,21,252,20-10-2019
200620,Aavya Prasad,4,2349,265,13-08-2022
200621,Kavya Mann,3,1847,592,03-03-2024
200622,Rajesh Bhatt,3,60,541,18-07-2023
200623,Sameer Hooda,5,1622,17,21-08-2020
200624,Arjun Phogat,3,2679,727,05-05-2021
200625,Dev Taneja,3,2256,495,23-04-2020
200626,Shaurya Phogat,1,2557,784,25-12-2021
200627,Ranveer Malhotra,5,437,300,08-09-2023
200628,Kyra Thakur,5,717,1436,09-07-2021
200629,Kiaan Chaturvedi,1,655,1053,17-10-2021
200630,Dev Suri,4,2899,1289,28-06-2020
200631,Kartik Bhardwaj,2,762,283,09-01-2020
200632,Gia Bajwa,2,1458,403,02-08-2020
200633,Sameer Awasthi,3,1411,374,24-06-2024
200634,Kabir Mishra,2,1702,201,20-02-2020
200635,Kiran Sidhu,5,387,689,24-04-2020
200636,Manan Taneja,2,315,958,24-05-2024
200637,Anika Shukla,2,2785,754,18-08-2023
200638,Kiran Kaur,6,2878,1318,18-09-2023
200639,Sai Khan,6,2191,374,13-05-2020
200640,Kartik Saxena,3,2391,538,01-03-2022
200641,Ranveer Tripathi,5,1926,564,08-05-2024
200642,Nandini Negi,5,35,530,07-09-2022
200643,Sunita Sharma,3,2126,275,16-01-2021
200644,Sai Prasad,6,837,1290,22-09-2019
200645,Aditya Sinha,2,159,1469,01-11-2021
200646,Zara Phogat,3,1335,1455,12-03-2021
200647,Hrithik Brar,2,353,1076,18-05-2023
200648,Siya Chaturvedi,2,1348,300,12-01-2024
200649,Kabir Garg,6,2481,610,03-07-2020
200650,Sneha Sood,3,2955,359,11-05-2021
200651,Rajesh Kaur,2,2990,746,03-10-2024
200652,Isha Malhotra,6,234,288,08-03-2020
200653,Avni Rathee,5,61,717,25-11-2024
200654,Aarav Rao,3,1352,1075,18-09-2020
200655,Ishani Dhillon,2,2464,1181,06-08-2021
200656,Diya Bose,5,2885,1477,09-02-2023
200657,Nandini Chahal,6,607,1206,13-01-2022
200658,Rajesh Bajwa,2,1167,1169,15-09-2021
200659,Sai Mann,5,1044,1055,27-01-2020
200660,Rajesh Deshmukh,3,31,459,30-12-2020
200661,Sneha Sharma,2,2844,689,21-08-2019
200662,Meher Bhardwaj,1,2367,1419,03-01-2023
200663,Dhruv Dagar,4,2221,1179,26-05-2022
200664,Aryan Gupta,6,1050,789,24-11-2022
200665,Kiran Goswami,6,765,70,25-02-2020
200666,Mishti Bahl,5,223,314,07-12-2023
200667,Dev Lamba,1,2759,1269,01-02-2023
200668,Aavya Shukla,5,2504,216,10-05-2022
200669,Rishi Prasad,5,2311,309,04-03-2021
200670,Dhruv Shetty,6,600,279,27-02-2024
200671,Aarya Jakhar,2,2976,833,14-10-2019
200672,Manan Virk,1,2304,1118,29-08-2024
200673,Ananya Oza,1,2819,410,03-09-2024
200674,Anvi Bose,2,1272,1434,24-01-2020
200675,Preeti Patel,4,1822,1080,29-10-2023
200676,Myra Sinha,5,2983,1481,29-04-2021
200677,Madhav Sinha,1,186,1091,03-05-2021
200678,Rishi Sangwan,4,1457,742,02-05-2020
200679,Laksh Goswami,6,1834,1419,07-07-2023
200680,Deepak Kohli,3,957,799,02-07-2022
200681,Sanjay Suri,1,2887,1441,02-09-2021
200682,Tanu Khatri,4,2249,1152,20-07-2023
200683,Diya Dixit,6,991,836,10-01-2024
200684,Amit Garg,6,1047,1395,06-10-2021
200685,Zoya Sood,6,675,625,03-07-2020
200686,Ishaan Jakhar,6,1744,666,06-07-2020
200687,Arav Banerjee,1,2138,277,10-05-2020
200688,Sai Puri,1,867,931,20-07-2019
200689,Riddhima Sandhu,6,2209,395,08-01-2022
200690,Tanu Mehra,3,2729,407,27-06-2024
200691,Ayaan Menon,6,627,296,15-10-2019
200692,Pari Tiwari,5,1887,267,15-08-2020
200693,Dhruv Sharma,2,1771,1207,18-06-2021
200694,Daksh Chaturvedi,6,2915,1423,06-11-2022
200695,Ishani Dutta,5,1359,1499,07-09-2021
200696,Riya Bahl,4,2460,1448,26-12-2019
200697,Agastya Dubey,1,1767,682,02-06-2020
200698,Meher Goswami,5,1158,708,20-12-2020
200699,Ayush Pandey,2,1436,53,31-03-2020
200700,Vihaan Deswal,3,828,1132,04-10-2022
200701,Shaurya Lodi,5,646,1491,22-10-2021
200702,Kunal Shukla,5,1067,700,07-09-2021
200703,Isha Brar,1,1983,397,19-10-2020
200704,Meher Shukla,4,1011,1009,05-11-2019
200705,Ranveer Sangwan,3,1295,253,31-05-2020
200706,Daksh Singh,3,1674,841,12-06-2020
200707,Inaya Dubey,2,58,1324,01-11-2021
200708,Siya Pandey,5,191,266,28-04-2021
200709,Saanvi Puri,3,1515,1435,22-11-2022
200710,Kavya Jakhar,3,1355,1243,17-09-2021
200711,Atharv Mann,1,889,821,17-10-2023
200712,Siya Negi,6,1876,1232,13-08-2023
200713,Tanu Menon,5,2720,541,03-03-2024
200714,Saanvi Kadian,3,726,553,22-01-2022
200715,Arush Mishra,6,2462,322,29-09-2019
200716,Dev Verma,4,116,653,01-11-2019
200717,Yuvraj Choudhury,2,2945,1048,15-05-2023
200718,Vikram Pillai,4,2047,55,02-02-2022
200719,Kabir Kaur,2,1341,927,10-08-2021
200720,Atharv Mehra,3,2800,17,03-07-2022
200721,Naina Nair,6,350,1290,09-11-2021
200722,Myra Kaushik,3,1057,629,05-09-2024
200723,Laksh Awasthi,5,2693,1326,24-11-2022
200724,Diya Chatterjee,1,2586,1095,19-11-2022
200725,Zunaira Bajwa,5,2272,89,29-03-2020
200726,Meher Mehra,1,1511,765,06-11-2020
200727,Shivaay Dubey,3,345,1275,07-09-2020
200728,Kartik Warraich,4,1557,447,22-05-2024
200729,Vikram Kapoor,1,2538,728,06-11-2020
200730,Zoya Banerjee,6,1424,677,08-09-2021
200731,Sana Chahal,4,2984,155,30-12-2020
200732,Aditya Sekhon,5,974,1133,03-04-2024
200733,Abhimanyu Shah,3,2648,803,20-04-2023
200734,Sanjay Sehrawat,2,951,539,24-06-2020
200735,Ayush Pandey,3,1904,77,18-02-2021
200736,Dhruv Mehra,1,1604,868,28-12-2023
200737,Yuvraj Rathee,2,1192,671,16-05-2022
200738,Ananya Choudhury,1,27,869,17-06-2023
200739,Kiaan Deol,2,195,239,19-02-2023
200740,Sunita Kadian,3,873,458,30-01-2022
200741,Shivaay Gautam,4,515,865,04-10-2021
200742,Isha Garg,6,2074,122,11-07-2021
200743,Kyra Menon,6,2623,418,26-11-2022
200744,Sameer Jakhar,6,998,1175,03-07-2020
200745,Kiaan Grover,1,2398,762,22-09-2021
200746,Aaryan Yadav,3,799,301,09-09-2021
200747,Arav Kohli,5,1544,1351,27-07-2020
200748,Reyansh Sangwan,6,321,787,14-03-2023
200749,Samarth Bahl,2,1593,832,17-04-2020
200750,Naina Chaturvedi,6,2218,302,16-10-2021
200751,Navya Kapoor,5,812,330,28-11-2023
200752,Madhav Bose,2,395,1070,14-01-2022
200753,Afreen Yadav,5,1482,476,20-09-2021
200754,Samarth Rathee,4,1103,1051,09-03-2023
200755,Arjun Menon,3,2676,344,02-04-2020
200756,Vikram Bahl,3,266,1079,25-09-2020
200757,Rishi Shah,1,2917,866,13-03-2024
200758,Meher Rathee,3,2334,597,21-11-2024
200759,Kunal Joshi,1,1936,873,03-04-2023
200760,Kritika Malhotra,3,2038,452,29-12-2019
200761,Riya Awasthi,2,1872,1391,09-01-2023
200762,Siya Iyer,2,415,263,16-06-2022
200763,Shaurya Oza,6,802,293,29-01-2022
200764,Ishani Jain,3,1069,1438,28-02-2022
200765,Rudra Chatterjee,4,2168,777,02-11-2020
200766,Siya Chatterjee,3,1410,1207,26-09-2020
200767,Krishna Goel,3,1781,237,15-04-2024
200768,Rajesh Singh,1,2323,962,18-03-2023
200769,Dhruv Khan,3,494,1037,20-06-2022
200770,Aditya Chaturvedi,4,1575,634,26-11-2021
200771,Arush Garg,4,1522,322,24-12-2020
200772,Aaryan Dhanda,5,2219,1176,21-04-2020
200773,Shanaya Kulkarni,1,2592,57,08-10-2024
200774,Sanjay Virk,2,2859,412,17-05-2023
200775,Ishaan Dagar,3,2368,1202,29-08-2021
200776,Krishna Garg,5,1919,25,13-12-2020
200777,Kiran Menon,1,77,304,04-05-2024
200778,Aditya Goswami,4,538,335,05-06-2023
200779,Sai Gupta,1,1103,1041,10-10-2024
200780,Sara Dagar,2,2249,327,01-02-2020
200781,Aadhya Bhardwaj,4,2500,98,29-09-2024
200782,Anika Yadav,4,205,1353,14-05-2021
200783,Sunita Hooda,1,2745,120,11-03-2024
200784,Rishi Mishra,5,2579,308,10-10-2023
200785,Ishaan Sangwan,5,1725,585,03-11-2019
200786,Atharv Thakur,3,1377,1300,23-08-2020
200787,Aadhya Vats,6,1776,557,15-06-2022
200788,Vikram Rathee,6,1481,574,16-07-2024
200789,Pooja Mishra,3,1576,1087,31-03-2023
200790,Tanu Trivedi,2,2854,1418,16-01-2020
200791,Anika Phogat,2,2443,863,21-02-2023
200792,Kiara Suri,1,239,491,10-11-2019
200793,Raghav Sharma,3,145,279,19-02-2024
200794,Gia Dhanda,2,812,995,20-02-2024
200795,Prisha Bajwa,1,1616,1005,06-07-2023
200796,Ranbir Warraich,5,801,977,08-10-2022
200797,Ayaan Deswal,5,2958,1205,23-11-2019
200798,Deepak Dahiya,6,2426,1327,01-11-2019
200799,Sneha Puri,5,1711,1426,25-12-2022
200800,Navya Kulkarni,1,1987,209,24-05-2024
200801,Navya Vats,4,2469,449,19-05-2024
200802,Inaya Tripathi,5,358,548,29-06-2023
200803,Samarth Brar,6,434,1393,24-09-2021
200804,Rishi Phogat,6,1041,645,11-06-2023
200805,Ishaan Rawat,6,567,858,20-04-2022
200806,Avni Lamba,2,1978,275,21-01-2020
200807,Siya Shah,3,1052,453,04-04-2021
200808,Anshika Lodi,2,1404,81,02-06-2020
200809,Gia Rao,1,2922,773,08-12-2019
200810,Siddharth Jain,4,1073,1170,01-02-2020
200811,Myra Kadian,4,442,785,14-04-2022
200812,Reyansh Malik,6,177,872,14-09-2023
200813,Laksh Sharma,2,2248,756,09-01-2022
200814,Vihaan Bhatt,2,2661,840,04-07-2023
200815,Gia Yadav,2,1330,855,01-09-2019
200816,Pari Kaushik,4,1300,1027,29-10-2021
200817,Ananya Dixit,5,399,1046,20-09-2024
200818,Daksh Grover,2,1386,92,15-05-2024
200819,Inaya Bose,4,2021,1480,18-03-2021
200820,Krishna Bajpai,4,834,460,07-05-2020
200821,Meher Negi,5,453,1415,23-01-2021
200822,Abhimanyu Malik,2,2319,378,30-05-2024
200823,Daksh Patel,1,2979,1040,03-08-2020
200824,Raghav Phogat,3,1539,342,24-04-2020
200825,Agastya Deswal,4,1305,772,26-08-2021
200826,Vikram Khatri,1,2005,19,01-04-2022
200827,Avni Punia,2,2436,988,01-09-2019
200828,Hrithik Rawat,3,2862,1476,18-11-2022
200829,Hrithik Goswami,1,1491,130,12-10-2022
200830,Zoya Shukla,3,1907,704,05-11-2019
200831,Afreen Bansal,2,2158,632,03-08-2020
200832,Zunaira Mehra,4,1267,447,26-09-2019
200833,Krishna Rawat,2,1279,1003,30-12-2019
200834,Rajesh Chatterjee,6,1376,229,09-05-2024
200835,Vikram Choudhury,4,2278,734,29-06-2022
200836,Sanjay Choudhury,4,627,822,03-03-2024
200837,Kaira Sangwan,1,2947,1075,21-08-2019
200838,Kyra Mishra,4,889,546,06-11-2022
200839,Ranbir Tyagi,5,1166,1289,25-11-2024
200840,Anjali Awasthi,1,1976,1452,15-07-2024
200841,Afreen Iyer,4,2464,242,13-06-2020
200842,Aaryan Joshi,3,2839,839,01-10-2022
200843,Afreen Dhillon,6,2177,740,25-08-2020
200844,Ayush Warraich,4,2651,524,02-09-2022
200845,Samarth Trivedi,6,1288,1009,15-07-2024
200846,Suhani Malhotra,3,2112,1204,21-05-2023
200847,Deepak Kaur,4,1103,622,07-09-2020
200848,Suhani Deswal,4,981,1107,30-10-2021
200849,Arav Banerjee,2,2339,642,10-01-2024
200850,Ishant Khatri,5,368,1174,06-10-2021
200851,Rishi Deshmukh,3,845,824,14-03-2020
200852,Shaurya Rawat,6,85,10,13-02-2020
200853,Krishna Nair,1,465,1214,06-10-2019
200854,Krishna Nair,4,1221,1419,29-04-2022
200855,Kiaan Kaushik,6,158,426,26-05-2024
200856,Abhimanyu Deshmukh,2,2078,1414,25-03-2021
200857,Aadhya Goswami,5,930,780,25-07-2021
200858,Aavya Shah,6,1333,941,23-06-2024
200859,Afreen Deol,4,1794,649,26-07-2023
200860,Yuvraj Dixit,5,597,940,28-05-2021
200861,Aarav Warraich,2,1562,1430,06-01-2022
200862,Kritika Puri,1,1696,1195,01-04-2024
200863,Mishti Hooda,3,1571,689,11-12-2021
200864,Zara Virk,2,2540,9,22-02-2021
200865,Ishita Awasthi,2,872,973,10-01-2022
200866,Saanvi Khan,4,1337,673,03-01-2022
200867,Sanjay Joshi,5,1317,1361,09-04-2020
200868,Sara Tyagi,1,1229,1061,11-02-2022
200869,Kavya Dubey,4,803,1367,06-07-2022
200870,Anjali Chauhan,3,373,712,06-09-2019
200871,Vihaan Mahajan,2,554,399,20-11-2021
200872,Ishan Brar,2,2940,663,14-04-2023
200873,Manan Solanki,3,588,182,16-10-2020
200874,Saanvi Choudhury,6,915,128,20-04-2023
200875,Ishaan Dubey,3,1600,780,04-12-2020
200876,Aarav Reddy,2,789,333,17-06-2024
200877,Rishi Goswami,5,1241,560,15-11-2020
200878,Shaurya Shah,6,2897,200,18-08-2023
200879,Abhimanyu Kohli,5,528,147,26-08-2020
200880,Yuvraj Kaur,6,1974,143,27-05-2023
200881,Reyansh Kapoor,3,2656,1067,19-02-2021
200882,Anshika Awasthi,5,204,1257,20-06-2020
200883,Kavya Mann,4,2734,1023,10-12-2023
200884,Reyansh Bhatt,6,1600,424,13-06-2022
200885,Daksh Yadav,4,171,781,13-02-2023
200886,Zara Jakhar,2,1109,1267,02-10-2021
200887,Hrithik Oza,1,492,1212,27-08-2020
200888,Ayush Lamba,4,2044,794,22-06-2021
200889,Riddhima Sekhon,3,1128,1235,06-02-2022
200890,Meher Menon,3,2607,1359,19-11-2023
200891,Agastya Sidhu,2,1565,853,17-09-2024
200892,Aryan Khatri,3,2874,1171,05-11-2020
200893,Shaurya Gautam,3,1412,567,10-03-2022
200894,Shivaay Deswal,4,894,83,20-04-2020
200895,Aarav Sinha,2,2690,1448,22-12-2020
200896,Ishani Pathak,1,115,534,16-02-2023
200897,Myra Bansal,1,605,40,12-04-2024
200898,Sanjay Taneja,3,2932,28,16-01-2020
200899,Atharv Singh,4,1924,1096,02-11-2019
200900,Aadhya Choudhury,2,1135,1062,03-07-2022
200901,Sameer Chaturvedi,4,2246,644,12-07-2024
200902,Sana Dutta,3,318,1272,15-12-2022
200903,Suhani Kaur,3,506,163,30-04-2024
200904,Anshika Sidhu,5,346,1032,16-08-2019
200905,Anvi Dhillon,1,2091,1486,06-07-2021
200906,Tanu Pandey,2,758,696,18-07-2021
200907,Anjali Sekhon,2,374,1023,13-06-2020
200908,Vikram Malhotra,1,357,1018,12-01-2024
200909,Aarav Punia,3,2438,1229,29-02-2024
200910,Kartik Bajpai,3,2584,1055,27-01-2024
200911,Jiya Pandey,2,1018,145,15-04-2022
200912,Anika Dagar,6,2675,1040,21-11-2023
200913,Kiaan Kaur,6,658,460,02-03-2021
200914,Vivaan Bahl,1,1959,973,27-03-2020
200915,Advait Kaur,5,2160,62,23-11-2019
200916,Prisha Tripathi,2,2344,334,31-12-2021
200917,Anika Tiwari,4,2711,348,14-05-2024
200918,Arjun Dixit,4,2649,1382,27-11-2024
200919,Agastya Bahl,3,2401,1062,30-07-2020
200920,Meher Mehra,3,2906,218,05-10-2019
200921,Anvi Khan,2,1215,289,26-05-2022
200922,Aarya Sidhu,4,900,84,05-07-2020
200923,Kunal Kulkarni,2,793,1394,18-06-2022
200924,Vanya Punia,3,2472,1091,10-09-2024
200925,Aadhya Prasad,2,1835,1351,23-09-2019
200926,Pooja Kadian,3,115,151,08-06-2024
200927,Laksh Malik,5,740,432,13-11-2023
200928,Aarav Sharma,3,779,946,26-08-2024
200929,Afreen Joshi,6,636,1239,22-09-2020
200930,Preeti Bhatt,6,2863,109,14-10-2022
200931,Sara Brar,3,802,1470,09-10-2024
200932,Kunal Gautam,2,222,694,21-03-2021
200933,Shaurya Bansal,4,2753,329,03-07-2024
200934,Kaira Lodi,6,761,691,23-10-2022
200935,Gia Bhatt,1,135,1144,15-04-2022
200936,Riya Pathak,4,1241,967,01-01-2022
200937,Ayush Hooda,5,1135,1102,26-05-2022
200938,Aryan Phogat,3,1555,240,16-03-2021
200939,Suhani Jain,6,2465,1127,08-01-2022
200940,Anjali Phogat,3,1498,159,19-11-2019
200941,Pari Kaushik,2,2541,719,01-03-2020
200942,Sneha Rawat,2,1148,1132,13-06-2023
200943,Bani Bose,3,997,37,17-12-2019
200944,Dev Gill,4,2376,735,23-07-2023
200945,Aarya Iyer,1,796,798,19-08-2024
200946,Sunita Singh,6,887,849,21-06-2022
200947,Laksh Rawat,5,1799,811,11-09-2022
200948,Bani Taneja,4,2267,1360,27-12-2020
200949,Anvi Tyagi,1,2092,454,21-11-2019
200950,Kiran Tiwari,2,1211,895,26-04-2020
200951,Riya Shah,4,2594,1212,19-11-2020
200952,Arush Chaturvedi,2,1250,283,15-03-2024
200953,Deepak Chahal,4,2433,1171,08-11-2022
200954,Ayaan Pathak,6,1183,276,20-02-2024
200955,Atharv Mishra,3,980,689,07-04-2023
200956,Rudra Bansal,2,2360,409,01-08-2023
200957,Vanya Awasthi,3,1745,472,18-11-2021
200958,Diya Thakur,4,2636,525,06-11-2023
200959,Aavya Brar,6,2386,17,24-10-2023
200960,Sameer Lodi,1,561,1105,21-04-2023
200961,Bani Verma,2,540,823,04-11-2022
200962,Arush Khan,5,1961,1156,26-08-2024
200963,Ishaan Kohli,2,460,490,25-06-2022
200964,Vikram Brar,3,421,147,23-07-2024
200965,Rajesh Sangwan,3,1604,1179,03-01-2021
200966,Sanjay Chahal,2,553,1134,23-01-2022
200967,Ishaan Oza,3,2902,308,24-07-2023
200968,Ayaan Patel,3,212,775,05-08-2022
200969,Bani Khatri,5,1348,835,27-11-2022
200970,Avni Nair,5,403,877,23-12-2020
200971,Ayaan Bhardwaj,3,2177,1234,08-09-2024
200972,Daksh Bose,6,2759,271,14-07-2022
200973,Aarya Sood,3,1624,195,22-10-2023
200974,Kiran Banerjee,4,494,1280,17-09-2021
200975,Kabir Khatri,5,311,1012,02-09-2020
200976,Myra Dixit,3,2086,1385,07-06-2023
200977,Rahul Gill,1,2414,226,08-03-2022
200978,Nandini Menon,6,1681,800,28-04-2024
200979,Ishani Nair,4,2547,52,26-12-2022
200980,Aaryan Bajwa,5,794,59,17-10-2022
200981,Vihaan Bose,6,1873,787,27-07-2021
200982,Isha Sehrawat,3,2118,463,12-04-2022
200983,Sunita Lamba,1,2077,1042,13-11-2023
200984,Vanya Deswal,2,2694,266,11-04-2022
200985,Kiaan Vats,6,1902,702,29-11-2021
200986,Ayaan Shetty,5,2499,1172,20-05-2021
200987,Daksh Kadian,2,1166,1463,17-03-2023
200988,Arush Dhillon,1,2585,378,15-07-2021
200989,Kabir Pathak,4,795,862,11-11-2021
200990,Varun Shah,4,2162,411,25-03-2020
200991,Avni Malik,6,2214,1164,04-08-2020
200992,Dev Dagar,6,1608,1158,08-09-2020
200993,Rudra Nair,1,2117,599,13-08-2019
200994,Aadhya Garg,1,1978,1256,17-10-2019
200995,Ishani Agarwal,3,909,965,04-12-2023
200996,Diya Trivedi,3,164,615,26-02-2022
200997,Ishan Khan,4,2735,923,09-06-2022
200998,Meher Lamba,4,1694,708,13-08-2024
200999,Afreen Menon,2,1067,782,16-12-2023
201000,Kiara Dubey,4,232,1399,30-08-2023
201001,Kiran Mahajan,5,771,1325,29-08-2024
201002,Aditya Warraich,5,845,1031,15-04-2024
201003,Ishaan Kadian,6,1518,654,29-08-2019
201004,Vihaan Sinha,6,760,200,24-09-2022
201005,Bani Jain,2,510,914,31-08-2021
201006,Mishti Rawat,1,1259,57,25-09-2019
201007,Gia Saxena,6,2902,1442,16-09-2020
201008,Pooja Pandey,3,1726,1435,04-07-2020
201009,Sameer Sharma,3,1231,448,08-11-2023
201010,Gia Awasthi,5,1249,1451,21-07-2021
201011,Riya Dixit,5,2067,555,08-11-2024
201012,Aryan Suri,2,784,1197,07-10-2022
201013,Saanvi Taneja,6,2166,1128,11-02-2020
201014,Aditya Kulkarni,2,570,1364,16-09-2024
201015,Prisha Tripathi,1,722,965,24-06-2024
201016,Shivaay Malhotra,2,2913,1451,25-01-2023
201017,Sana Chaturvedi,3,639,1224,12-02-2024
201018,Shivaay Mann,1,878,1068,26-06-2022
201019,Myra Dubey,1,1944,793,24-04-2022
201020,Ishita Kapoor,3,1748,281,24-09-2021
201021,Vikram Bajpai,6,405,874,11-08-2019
201022,Hrithik Rawat,3,2903,1105,05-02-2023
201023,Aarya Deshmukh,4,1037,653,22-09-2022
201024,Samarth Pathak,3,1453,343,13-06-2022
201025,Atharv Reddy,2,2750,373,26-04-2021
201026,Siya Shukla,6,2031,908,09-04-2020
201027,Aaryan Garg,3,1111,487,30-06-2020
201028,Preeti Tripathi,5,235,951,30-09-2023
201029,Preeti Trivedi,5,1869,1423,06-10-2020
201030,Gia Thakur,5,1643,414,08-03-2021
201031,Sana Oza,1,82,796,31-10-2022
201032,Kritika Verma,5,1125,591,22-11-2020
201033,Zoya Chahal,4,645,212,11-09-2020
201034,Saanvi Kadian,1,2524,411,29-10-2019
201035,Advait Shukla,5,2957,1484,17-04-2022
201036,Tanu Rathee,4,1597,1261,29-05-2020
201037,Abhimanyu Dubey,1,1406,688,31-05-2020
201038,Kritika Sood,2,2670,912,31-10-2021
201039,Anshika Deol,1,2508,1098,13-11-2019
201040,Meher Trivedi,3,598,895,15-06-2020
201041,Navya Bajwa,4,49,1337,08-09-2023
201042,Navya Bajwa,5,1222,279,23-11-2023
201043,Siya Dubey,6,1747,765,20-10-2021
201044,Aavya Kapoor,2,1984,1058,29-12-2021
201045,Kritika Dhillon,6,2673,721,27-10-2024
201046,Anjali Trivedi,3,1240,113,15-12-2021
201047,Raghav Lamba,6,1838,601,31-08-2020
201048,Afreen Bajwa,6,2427,94,18-02-2020
201049,Gia Vats,2,52,98,21-06-2020
201050,Kaira Dubey,4,205,225,31-07-2020
201051,Zara Nair,6,2804,180,26-07-2023
201052,Ananya Tiwari,3,573,638,04-12-2023
201053,Aarav Taneja,5,2913,752,21-11-2021
201054,Ishant Rawat,3,207,1434,12-05-2022
201055,Ranveer Prasad,2,1635,460,21-06-2022
201056,Rudra Chauhan,2,798,542,19-07-2023
201057,Kyra Gautam,4,2055,81,23-09-2021
201058,Shaurya Kaushik,2,2659,666,28-02-2022
201059,Pari Kaur,5,649,674,10-08-2019
201060,Sanjay Nair,4,565,904,29-06-2023
201061,Aarya Rawat,1,1372,960,15-02-2024
201062,Ishan Iyer,5,1833,87,02-03-2021
201063,Saanvi Randhawa,3,340,665,30-08-2023
201064,Kiaan Malhotra,5,2626,638,03-02-2024
